sample_name	sample_name_original	barcode_prefix	sample_type	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material
13114.thomas.18.s048	Thomas18.IRC3tis	thomas.18.s048	sponge tissue	not applicable	not applicable	not applicable	not applicable	4E9_1_70_thomas-18-s048-a03.mzML	4E9_1_70_thomas-18-s048-a03	4	Bulk_201901_UCSD	Sample	Bulk	12/23/15 0:00	5	not applicable	I.ramose: 1tube of bacterial pellet called IRC3bac and 10 tubes of tissue called IRC3.1 to IRC3.10	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	I.ramose_rep3	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	8137000	5059	2162	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	183	4.345698667	54.63782549	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Train
13114.thomas.18.s016	Thomas18.IRC1bac.P1	thomas.18.s016	sponge tissue	not applicable	not applicable	not applicable	not applicable	4F1_7_3_thomas-18-s016-a03.mzML	4F1_7_3_thomas-18-s016-a03	4	Bulk_201901_UCSD	Sample	Bulk	12/23/15 0:00	5	not applicable	I.ramose: 1tube of bacterial pellet called IRC1bac and 10 tubes of tissue called IRC1.1 to IRC1.10	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	I.ramose_rep1	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	13362656	7961	7746	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	160	3.568734852	49.82090953	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Train
13114.zaneveld.9.s009	Zaneveld9.09.E7.3.Por.loba.3.20150619.T	zaneveld.9.s009	coral tissue	not applicable	not applicable	not applicable	not applicable	4F10_7_16_zaneveld-9-s009-a03.mzML	4F10_7_16_zaneveld-9-s009-a03	4	Bulk_201901_UCSD	Sample	Bulk	6/19/15 10:29	4.1	measured	Coral Tissue from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.3.20150619.T of the Global Coral Microbiome Project.	0	Zaneveld	9	Scleractinian corals	EMP sample	Host-associated	Animal	Animal secretion	marine reef biome	coral reef	organic material	host-associated	host-associated	Australia	E7.3.Por.loba.3.20150619.T	not applicable	-23.205	113.7680556	Co-evolution of scleractinian corals and their microbial symbionts	coral metagenome	13543100	2905	41557	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	60	2.457280838	27.77104513	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Test
13114.zaneveld.9.s020	Zaneveld9.20.E7.3.Por.loba.2.20150619.S	zaneveld.9.s020	coral skeleton	EMP_Feces_zaneveld_9_s020_a03_M_024	24	note applicable	UCSD	4F11_7_19_zaneveld-9-s020-a04.mzML	4F11_7_19_zaneveld-9-s020-a04	4	Bulk_201901_UCSD	Sample	Bulk	6/19/15 10:20	2.2	measured	Coral Skeleton from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.2.20150619.S of the Global Coral Microbiome Project.	0	Zaneveld	9	Scleractinian corals	EMP sample	Host-associated	Animal	Animal secretion	marine reef biome	coral reef	organic material	host-associated	host-associated	Australia	E7.3.Por.loba.2.20150619.S	not applicable	-23.205	113.7680556	Co-evolution of scleractinian corals and their microbial symbionts	coral metagenome	14546140	3818	57136	49	2.262208167	21.44540192	48	2.258635799	21.14167894	60	2.326482384	26.32445876	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Test
13114.zaneveld.9.s016	Zaneveld9.16.E7.10.Poc.dami.2.20150621.S	zaneveld.9.s016	coral skeleton	EMP_Feces_zaneveld_9_s016_a03_M_020	20	note applicable	UCSD	4F12_7_21_zaneveld-9-s016-a04.mzML	4F12_7_21_zaneveld-9-s016-a04	4	Bulk_201901_UCSD	Sample	Bulk	6/21/15 9:18	2.8	measured	Coral Skeleton from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.2.20150621.S of the Global Coral Microbiome Project.	0	Zaneveld	9	Scleractinian corals	EMP sample	Host-associated	Animal	Animal secretion	marine reef biome	coral reef	organic material	host-associated	host-associated	Australia	E7.10.Poc.dami.2.20150621.S	not applicable	-23.140369	113.769166	Co-evolution of scleractinian corals and their microbial symbionts	coral metagenome	6598171	7628	26679	205	5.391481948	48.96961696	190	5.372714795	47.13474519	332	6.246146575	76.35815294	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Test
13114.thomas.18.s002	Thomas18.CAR2bac	thomas.18.s002	sponge tissue	EMP_Feces_thomas_18_s002_a03_M_026	26	note applicable	UCSD	4F2_7_4_thomas-18-s002-a04.mzML	4F2_7_4_thomas-18-s002-a04	4	Bulk_201901_UCSD	Sample	Bulk	12/22/15 0:00	5	not applicable	C.foliascens: 1tube of bacterial pellet called CAR2bac and 10 tubes of tissue called CAR2.1 to CAR2.10	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	C.foliascens_rep2	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	17225613	537300	13367	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	252	0.289867522	60.44070044	252	0.289867522	60.44070044	37	0.287146113	11.7259197	Train	Train	Train	Train
13114.thomas.18.s015	Thomas18.COS4bac	thomas.18.s015	sponge tissue	not applicable	not applicable	not applicable	not applicable	4F3_7_6_thomas-18-s015-a03.mzML	4F3_7_6_thomas-18-s015-a03	4	Bulk_201901_UCSD	Sample	Bulk	12/23/15 0:00	5	not applicable	C.matthwesi: 1tube of bacterial pellet called COS4bac and 10 tubes of tissue called COS4.1 to COS4.10	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	C.matthewsi_rep4	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	11911035	7608	11718	181	3.358830828	44.48365589	136	3.242780569	34.91094873	267	3.799791926	67.77200253	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Train
13114.zaneveld.9.s014	Zaneveld9.14.E7.10.Poc.dami.1.20150621.S	zaneveld.9.s014	coral skeleton	EMP_Feces_zaneveld_9_s014_a03_M_018	18	note applicable	UCSD	4F4_7_7_zaneveld-9-s014-a04.mzML	4F4_7_7_zaneveld-9-s014-a04	4	Bulk_201901_UCSD	Sample	Bulk	6/21/15 9:10	2.8	measured	Coral Skeleton from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.1.20150621.S of the Global Coral Microbiome Project.	0	Zaneveld	9	Scleractinian corals	EMP sample	Host-associated	Animal	Animal secretion	marine reef biome	coral reef	organic material	host-associated	host-associated	Australia	E7.10.Poc.dami.1.20150621.S	not applicable	-23.140369	113.769166	Co-evolution of scleractinian corals and their microbial symbionts	coral metagenome	8277244	3973	11391	112	4.143821598	34.56464466	111	4.138420346	34.46163926	160	4.600310201	47.89505305	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Test	Test
13114.thomas.18.s028	Thomas18.STY2bac	thomas.18.s028	sponge tissue	EMP_Feces_thomas_18_s028_a03_M_029	29	note applicable	UCSD	4F5_7_8_thomas-18-s028-a04.mzML	4F5_7_8_thomas-18-s028-a04	not applicable	not applicable	not applicable	not applicable	12/23/15 0:00	9	not applicable	S.flabelliformis: 1tube of bacterial pellet called STY2bac and 10 tubes of tissue called STY2.1 to STY2.10	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	S.flabelliformis_rep2	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	14612934	57519	11484	116	2.787240061	38.89549264	52	2.742081133	19.82792078	266	3.247933815	66.82222147	266	3.247933815	66.82222147	151	3.203538241	40.98749875	Test	Train	Train	Train
13114.zaneveld.9.s005	Zaneveld9.05.E11.3.Por.loba.2.20150502.T	zaneveld.9.s005	coral tissue	EMP_Feces_zaneveld_9_s005_a03_M_012	12	note applicable	UCSD	4F6_7_9_zaneveld-9-s005-a04.mzML	4F6_7_9_zaneveld-9-s005-a04	4	Bulk_201901_UCSD	Sample	Bulk	05/02/2015 11:08	2.6	measured	Coral Tissue from Porites lobata sampled from site Isla Saboga,Las Perlas,Panama as sample E11.3.Por.loba.2.20150502.T of the Global Coral Microbiome Project.	0	Zaneveld	9	Scleractinian corals	EMP sample	Host-associated	Animal	Animal secretion	marine reef biome	coral reef	organic material	host-associated	host-associated	Panama	E11.3.Por.loba.2.20150502.T	not applicable	8.6274667	-79.0547583	Co-evolution of scleractinian corals and their microbial symbionts	coral metagenome	13905083	5626	101208	69	2.599633361	27.64065125	59	2.59064254	24.95028958	107	2.793155731	38.11482371	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Test
13114.thomas.18.s013	Thomas18.COS2bac	thomas.18.s013	sponge tissue	EMP_Feces_thomas_18_s013_a03_M_036	36	note applicable	UCSD	4F7_7_11_thomas-18-s014-a03.mzML	4F7_7_11_thomas-18-s014-a03	4	Bulk_201901_UCSD	Sample	Bulk	12/23/15 0:00	5	not applicable	C.matthwesi: 1tube of bacterial pellet called COS2bac and 10 tubes of tissue called COS2.1 to COS2.10	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	C.matthewsi_rep2	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	15072946	158068	249332	246	1.893178239	54.61788624	67	1.78537608	16.89454425	413	2.271598707	85.68031823	413	2.271598707	85.68031823	158	2.287039268	35.87078273	Train	Train	Train	Train
13114.thomas.18.s003	Thomas18.CAR3bac	thomas.18.s003	sponge tissue	not applicable	not applicable	not applicable	not applicable	4F8_7_12_thomas-18-s003-a03.mzML	4F8_7_12_thomas-18-s003-a03	4	Bulk_201901_UCSD	Sample	Bulk	12/22/15 0:00	5	not applicable	C.foliascens: 1tube of bacterial pellet called CAR3bac and 10 tubes of tissue called CAR3.1 to CAR3.10	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	C.foliascens_rep3	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	8446173	49720	12298	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	238	0.799512368	59.4729262	237	0.799185638	59.11805288	119	0.784182551	32.63814245	Train	Train	Train	Train
13114.thomas.18.s025	Thomas18.PER4bac	thomas.18.s025	sponge tissue	not applicable	not applicable	not applicable	not applicable	4F9_7_15_thomas-18-s025-a04.mzML	4F9_7_15_thomas-18-s025-a04	4	Bulk_201901_UCSD	Sample	Bulk	12/23/15 0:00	9	not applicable	P.heteropahis: 1tube of bacterial pellet called PER4bac and 10 tubes of tissue called PER4.1 to PER4.10	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	P.heteroaphis_rep4	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	10546734	34954	35396	246	3.612264735	55.75792677	101	3.520406704	32.36310286	438	4.209030668	91.80958332	438	4.209030668	91.80958332	291	4.1728101	68.88993852	Train	Train	Train	Train
13114.thomas.18.s026	Thomas18.STY1bac.P1	thomas.18.s026	sponge tissue	not applicable	not applicable	not applicable	not applicable	4G1_7_22_thomas-18-s026-a03.mzML	4G1_7_22_thomas-18-s026-a03	4	Bulk_201901_UCSD	Sample	Bulk	12/23/15 0:00	9	not applicable	S.flabelliformis: 1tube of bacterial pellet called STY1bac and 10 tubes of tissue called STY1.1 to STY1.10	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	S.flabelliformis_rep1	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	8301723	50275	7781	115	2.457712634	36.89270517	50	2.457652937	19.08718399	236	2.746590223	60.09435286	236	2.746590223	60.09435286	137	2.750104148	39.14063471	Train	Train	Train	Train
13114.zaneveld.9.s006	Zaneveld9.06.E11.3.Por.loba.3.20150502.T	zaneveld.9.s006	coral tissue	not applicable	not applicable	not applicable	not applicable	4G10_7_34_zaneveld-9-s006-a03.mzML	4G10_7_34_zaneveld-9-s006-a03	4	Bulk_201901_UCSD	Sample	Bulk	05/02/2015 12:34	4	measured	Coral Tissue from Porites lobata sampled from site Isla Saboga,Las Perlas,Panama as sample E11.3.Por.loba.3.20150502.T of the Global Coral Microbiome Project.	0	Zaneveld	9	Scleractinian corals	EMP sample	Host-associated	Animal	Animal secretion	marine reef biome	coral reef	organic material	host-associated	host-associated	Panama	E11.3.Por.loba.3.20150502.T	not applicable	8.6274667	-79.0547583	Co-evolution of scleractinian corals and their microbial symbionts	coral metagenome	11461433	4904	71772	73	2.790383387	29.80460527	71	2.800399109	29.29170836	125	3.425162954	45.48374838	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Train	Test
13114.zaneveld.9.s015	Zaneveld9.15.E7.10.Poc.dami.2.20150621.M	zaneveld.9.s015	coral mucus	EMP_Feces_zaneveld_9_s015_a03_M_019	19	note applicable	UCSD	4G11_7_35_zaneveld-9-s015-a04.mzML	4G11_7_35_zaneveld-9-s015-a04	4	Bulk_201901_UCSD	Sample	Bulk	6/21/15 9:18	2.8	measured	Coral Mucus from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.2.20150621.M of the Global Coral Microbiome Project.	0	Zaneveld	9	Scleractinian corals	EMP sample	Host-associated	Animal	Animal secretion	marine reef biome	coral reef	mucus	host-associated	host-associated	Australia	E7.10.Poc.dami.2.20150621.M	not applicable	-23.140369	113.769166	Co-evolution of scleractinian corals and their microbial symbionts	coral metagenome	15576799	109379	1597036	277	4.082800925	68.1328044	102	3.978187584	29.59543191	470	4.469179003	101.5177515	470	4.469179003	101.5177515	244	4.429325414	62.23499488	Test	Test	Train	Train
13114.zaneveld.9.s004	Zaneveld9.04.E11.3.Por.loba.1.20150502.T	zaneveld.9.s004	coral tissue	EMP_Feces_zaneveld_9_s004_a03_M_011	11	note applicable	UCSD	4G12_7_36_zaneveld-9-s004-a04.mzML	4G12_7_36_zaneveld-9-s004-a04	4	Bulk_201901_UCSD	Sample	Bulk	05/02/2015 10:44	2.6	measured	Coral Tissue from Porites lobata sampled from site Isla Saboga,Las Perlas,Panama as sample E11.3.Por.loba.1.20150502.T of the Global Coral Microbiome Project.	0	Zaneveld	9	Scleractinian corals	EMP sample	Host-associated	Animal	Animal secretion	marine reef biome	coral reef	organic material	host-associated	host-associated	Panama	E11.3.Por.loba.1.20150502.T	not applicable	8.6274667	-79.0547583	Co-evolution of scleractinian corals and their microbial symbionts	coral metagenome	14374017	3534	65977	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	117	3.409787258	39.70808656	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Train	Test
13114.thomas.18.s014	Thomas18.COS3bac	thomas.18.s014	sponge tissue	not applicable	not applicable	not applicable	not applicable	4G2_7_23_thomas-18-s013-a04.mzML	4G2_7_23_thomas-18-s013-a04	4	Bulk_201901_UCSD	Sample	Bulk	12/23/15 0:00	5	not applicable	C.matthwesi: 1tube of bacterial pellet called COS3bac and 10 tubes of tissue called COS3.1 to COS3.10	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	C.matthewsi_rep3	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	11284387	45306	99295	200	3.344311267	44.24986611	107	3.258829339	26.600326	333	3.557302734	67.7480085	332	3.556523461	67.74702422	211	3.539880172	45.79872573	Train	Train	Train	Train
13114.thomas.18.s030	Thomas18.STY4bac	thomas.18.s030	sponge tissue	not applicable	not applicable	not applicable	not applicable	4G3_7_24_thomas-18-s030-a03.mzML	4G3_7_24_thomas-18-s030-a03	4	Bulk_201901_UCSD	Sample	Bulk	12/23/15 0:00	9	not applicable	S.flabelliformis: 1tube of bacterial pellet called STY4bac and 10 tubes of tissue called STY4.1 to STY4.6	0	Thomas	18	Ocean sponges	EMP sample	Host-associated	Animal	Animal corpus	marine coral reef biome	marine benthic feature	organic material	host-associated	host-associated	Australia:Queensland:Great Barrier Reef:Davies Reef	S.flabelliformis_rep4	not applicable	-18.822567	147.63755	EMP sponge microbiome deep sequencing	sponge metagenome	12044207	43950	10964	114	3.048136616	36.7491219	54	3.041262524	18.96735868	263	3.596709383	62.12764914	263	3.596709383	62.12764914	178	3.607284449	44.11947921	Test	Train	Train	Train
13114.zaneveld.9.s003	Zaneveld9.03.E7.10.Poc.dami.3.20150621.T	zaneveld.9.s003	coral tissue	not applicable	not applicable	not applicable	not applicable	4G4_7_25_zaneveld-9-s003-a03.mzML	4G4_7_25_zaneveld-9-s003-a03	4	Bulk_201901_UCSD	Sample	Bulk	6/21/15 9:26	2.8	measured	Coral Tissue from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.3.20150621.T of the Global Coral Microbiome Project.	0	Zaneveld	9	Scleractinian corals	EMP sample	Host-associated	Animal	Animal secretion	marine reef biome	coral reef	organic material	host-associated	host-associated	Australia	E7.10.Poc.dami.3.20150621.T	not applicable	-23.140369	113.769166	Co-evolution of scleractinian corals and their microbial symbionts	coral metagenome	11373645	899	20087	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	95	4.452883349	37.30340754	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Test
